id,category,question,answerable,answer,confidence,evidence,normalized_entities
4,guided,"Which threat group is characterized as credential-phishing focused and aligned with the interests of a national government, and what social engineering approach does it use to build target trust?",True,"COLDRIVER (also known as UNC4057, Star Blizzard and Callisto) is described as a Russian threat group conducting credential phishing aligned with the interests of the Russian government. It uses impersonation accounts that pretend to be an expert or affiliated with the target to establish rapport before sending a phishing link or document containing a link.",high,"[{'source_id': 'CTI_TEXTS_4', 'page': 1, 'quote': 'COLDRIVER... a Russian threat group focused on credential phishing activities'}, {'source_id': 'CTI_TEXTS_4', 'page': 1, 'quote': 'conduct espionage aligned with the interests of the Russian government'}, {'source_id': 'CTI_TEXTS_4', 'page': 1, 'quote': 'utilizes impersonation accounts... establish a rapport... and eventually sends a phishing link or document'}]","{'actors': ['COLDRIVER', 'UNC4057', 'Star Blizzard', 'Callisto'], 'malware': [], 'cves': [], 'sectors': ['NGO', 'Government', 'Academia'], 'regions': ['Russia', 'Ukraine', 'NATO countries'], 'mitre': []}"
5,guided,"Which APT group primarily targets online gambling sites, and what malware families and operating systems are associated with it?",True,"Earth Berberoka (aka GamblingPuppet) primarily targets online gambling sites. It uses upgraded PlugX and Gh0st RAT as well as a newer multistage malware family dubbed PuppetLoader, and these malware families are described as targeting Windows, Linux, and macOS.",high,"[{'source_id': 'CTI_TEXTS_5', 'page': 1, 'quote': 'Earth Berberoka (aka GamblingPuppet), uses... PlugX and Gh0st RAT... brand-new multistage malware... PuppetLoader'}, {'source_id': 'CTI_TEXTS_5', 'page': 1, 'quote': 'multiplatform, targeting the Windows, Linux, and macOS operating systems'}]","{'actors': ['Earth Berberoka', 'GamblingPuppet'], 'malware': ['PlugX', 'Gh0st RAT', 'PuppetLoader'], 'cves': [], 'sectors': ['Online gambling'], 'regions': [], 'mitre': []}"
6,guided,"Which Iranian-linked espionage actor is reported targeting the telecommunications sector, what countries are mentioned, and which tools/infrastructure are listed as used in that activity?",True,"Seedworm (aka Muddywater), described as believed subordinate to Iran's MOIS, targeted telecommunications sector organizations in Egypt, Sudan, and Tanzania. Tools/infrastructure mentioned include MuddyC2Go, a MuddyC2Go PowerShell launcher, SimpleHelp remote access tool, Venom Proxy, a custom keylogging tool, and living-off-the-land tools.",high,"[{'source_id': 'CTI_TEXTS_6', 'page': 1, 'quote': 'Seedworm (aka Muddywater) has been targeting organizations operating in the telecommunications sector in Egypt, Sudan, and Tanzania.'}, {'source_id': 'CTI_TEXTS_6', 'page': 1, 'quote': ""believed to be a subordinate part of Iran's Ministry of Intelligence and Security (MOIS)""}, {'source_id': 'CTI_TEXTS_6', 'page': 1, 'quote': 'including leveraging the MuddyC2Go infrastructure... SimpleHelp remote access tool and Venom Proxy... custom keylogging tool, and other publicly available and living-off-the-land tools'}]","{'actors': ['Seedworm', 'Muddywater', 'Iran Ministry of Intelligence and Security (MOIS)'], 'malware': ['MuddyC2Go', 'SimpleHelp', 'Venom Proxy'], 'cves': [], 'sectors': ['Telecommunications'], 'regions': ['Iran', 'Egypt', 'Sudan', 'Tanzania', 'Middle East'], 'mitre': []}"
7,guided,"Which remote code execution vulnerability affects outdated Atlassian Confluence servers, and what command are attackers reported executing to assess privileges?",True,CVE-2023-22527 is a remote code execution flaw affecting outdated Atlassian Confluence servers. Attackers are reported executing the 'whoami' command to gather information about access level and privileges.,high,"[{'source_id': 'CTI_TEXTS_7', 'page': 1, 'quote': 'CVE-2023-22527 remote code execution flaw... affects outdated versions of Atlassian Confluence servers'}, {'source_id': 'CTI_TEXTS_7', 'page': 1, 'quote': ""executing the 'whoami' command to gather information about the level of access and privileges""}]","{'actors': [], 'malware': [], 'cves': ['CVE-2023-22527'], 'sectors': [], 'regions': [], 'mitre': []}"
8,guided,"Which Windows botnet malware is described as modular and capable of DDoS, what stealth-related C2 change is noted, and what initial infection methods are described?",True,"PurpleFox (DirtyMoe) is described as a modular Windows botnet malware that can act as a DDoS bot. A stealth-related change noted is switching to WebSocket for C2 communications. Initial infection methods described include victims launching laced MSI installers; it also self-propagates using exploits for known flaws and password brute-forcing, and was also spread under the guise of a Telegram desktop app in one campaign.",high,"[{'source_id': 'CTI_TEXTS_8', 'page': 1, 'quote': 'PurpleFox... modular Windows botnet malware... can also act as a distributed denial of service (DDoS) bot.'}, {'source_id': 'CTI_TEXTS_8', 'page': 1, 'quote': 'new versions of PurpleFox switched to using WebSocket for command and control (C2) communications for stealth'}, {'source_id': 'CTI_TEXTS_8', 'page': 1, 'quote': 'typically infects systems when victims launch laced MSI installers'}, {'source_id': 'CTI_TEXTS_8', 'page': 1, 'quote': 'self-propagation capabilities using exploits for known flaws and password brute-forcing'}]","{'actors': ['CERT-UA', 'UAC-0027'], 'malware': ['PurpleFox', 'DirtyMoe'], 'cves': [], 'sectors': [], 'regions': ['Ukraine'], 'mitre': []}"
9,guided,"Multi-hop: Which actor is linked to malware designed to target air-gapped networks, and what exfiltration mechanism and exploit re-use linkage to another operation is described?",True,"Equation is linked to W32.Fanni (Fanny worm), described as targeting air-gapped networks. It can receive commands and exfiltrate data via infected USB sticks. Fanny used two zero-day exploits that were also used in Stuxnet, and those exploits were used in Fanny prior to Stuxnet, suggesting Equation had prior knowledge of the vulnerabilities.",high,"[{'source_id': 'CTI_TEXTS_2', 'page': 1, 'quote': ""W32.Fanni... worm's chief purpose appears to be the targeting of air-gapped networks. It can receive commands and exfiltrate data through infected USB sticks.""}, {'source_id': 'CTI_TEXTS_2', 'page': 1, 'quote': 'Fanny used two zero day exploits that were also used in the Stuxnet attacks... used in Fanny prior to Stuxnet'}]","{'actors': ['Equation'], 'malware': ['W32.Fanni', 'Fanny worm', 'Trojan.Grokey', 'Grok', 'Stuxnet'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}"
10,guided,"Multi-hop: Which actor is associated with a custom keylogger and a worm, and what are the names of those tools as stated?",True,Equation is stated to have employed specialist tools including a custom keylogger named Trojan.Grokey (also known as Grok) and a worm named W32.Fanni (also known as Fanny worm).,high,"[{'source_id': 'CTI_TEXTS_2', 'page': 1, 'quote': ""Equation has employed a number of specialist tools. Among these are Trojan.Grokey... custom keylogger (also known as 'Grok') and W32.Fanni... 'Fanny worm'.""}]","{'actors': ['Equation'], 'malware': ['Trojan.Grokey', 'Grok', 'W32.Fanni', 'Fanny worm'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}"
11,guided,"Multi-hop: Which threat group has multiple aliases and is described as focusing on credential phishing against specific target categories, and what are those target categories?",True,"COLDRIVER, also known as UNC4057, Star Blizzard, and Callisto, is described as focused on credential phishing against high profile individuals in NGOs, former intelligence and military officers, and NATO governments; it also continues to focus on credential phishing against Ukraine, NATO countries, academic institutions and NGOs.",high,"[{'source_id': 'CTI_TEXTS_4', 'page': 1, 'quote': 'COLDRIVER (also known as UNC4057, Star Blizzard and Callisto)... focused on credential phishing activities against high profile individuals in NGOs, former intelligence and military officers, and NATO governments.'}, {'source_id': 'CTI_TEXTS_4', 'page': 1, 'quote': 'continues its focus on credential phishing against Ukraine, NATO countries, academic institutions and NGOs'}]","{'actors': ['COLDRIVER', 'UNC4057', 'Star Blizzard', 'Callisto'], 'malware': [], 'cves': [], 'sectors': ['NGO', 'Government', 'Academia'], 'regions': ['Russia', 'Ukraine', 'NATO countries'], 'mitre': []}"
12,guided,"Multi-hop: Which actor is stated as linked to an Iranian intelligence organization, and what relationship to that organization is described?",True,Seedworm (Muddywater) is stated as believed to be a subordinate part of Iran's Ministry of Intelligence and Security (MOIS).,high,"[{'source_id': 'CTI_TEXTS_6', 'page': 1, 'quote': ""Seedworm is a cyberespionage group that is believed to be a subordinate part of Iran's Ministry of Intelligence and Security (MOIS).""}]","{'actors': ['Seedworm', 'Muddywater', 'Iran Ministry of Intelligence and Security (MOIS)'], 'malware': [], 'cves': [], 'sectors': [], 'regions': ['Iran'], 'mitre': []}"
13,guided,"Multi-hop: Which malware is associated with a tracking identifier assigned by a national CERT, and what indicators-of-compromise sharing is described as enabling detection?",True,PurpleFox is associated with the identifier UAC-0027 tracked by CERT-UA. CERT-UA used IoCs shared by Avast and TrendMicro to identify PurpleFox infections on Ukrainian computers.,high,"[{'source_id': 'CTI_TEXTS_8', 'page': 1, 'quote': ""CERT-UA used IoCs shared by Avast and TrendMicro to identify PurpleFox malware infections on Ukrainian computers, tracking the activity under the identifier 'UAC-0027'.""}]","{'actors': ['CERT-UA', 'Avast', 'TrendMicro', 'UAC-0027'], 'malware': ['PurpleFox', 'DirtyMoe'], 'cves': [], 'sectors': [], 'regions': ['Ukraine'], 'mitre': []}"
14,guided,"Multi-hop: For the telecommunications targeting described, which tools and infrastructure are explicitly named as used by the actor, and what type of launcher was observed?",True,"In the telecommunications targeting attributed to Seedworm (Muddywater), the tools/infrastructure explicitly named include MuddyC2Go infrastructure, SimpleHelp remote access tool, and Venom Proxy. A MuddyC2Go PowerShell launcher was observed in the investigated activity.",high,"[{'source_id': 'CTI_TEXTS_6', 'page': 1, 'quote': 'leveraging the MuddyC2Go infrastructure... found a MuddyC2Go PowerShell launcher'}, {'source_id': 'CTI_TEXTS_6', 'page': 1, 'quote': 'use the SimpleHelp remote access tool and Venom Proxy'}]","{'actors': ['Seedworm', 'Muddywater'], 'malware': ['MuddyC2Go', 'SimpleHelp', 'Venom Proxy'], 'cves': [], 'sectors': ['Telecommunications'], 'regions': ['Egypt', 'Sudan', 'Tanzania'], 'mitre': []}"
15,guided,"Multi-hop: Which vulnerability is reported as exploited by multiple groups after a fix was made public, and what condition is stated about when most observed activity occurred?",True,CVE-2023-37580 in Zimbra Collaboration is reported as exploited by four different groups. The text states that most of the activity occurred after the initial fix became public on GitHub.,high,"[{'source_id': 'CTI_TEXTS_1', 'page': 1, 'quote': 'observed four different groups exploiting the same bug'}, {'source_id': 'CTI_TEXTS_1', 'page': 1, 'quote': 'Most of this activity occurred after the initial fix became public on Github.'}]","{'actors': ['Google Threat Analysis Group (TAG)'], 'malware': [], 'cves': ['CVE-2023-37580'], 'sectors': [], 'regions': [], 'mitre': []}"
16,guided,"Multi-hop: Which malware is described as having both backdoor and DDoS capabilities, and what mechanism is described for persistence?",True,PurpleFox is described as offering operators backdoor capabilities and being able to act as a DDoS bot. Its persistence mechanism is described as including a rootkit module that allows it to hide and persist between device reboots.,high,"[{'source_id': 'CTI_TEXTS_8', 'page': 1, 'quote': 'offers its operators backdoor capabilities, and can also act as a distributed denial of service (DDoS) bot.'}, {'source_id': 'CTI_TEXTS_8', 'page': 1, 'quote': 'comes with a rootkit module allowing it to hide and persist between device reboots'}]","{'actors': [], 'malware': ['PurpleFox', 'DirtyMoe'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}"
