id,category,question,answerable,answer,confidence,evidence,normalized_entities
2,guided,"Which CVEs are reported as targeted by Magnet Goblin, and which affected technologies are associated with those CVEs?",True,"Magnet Goblin is reported as targeting vulnerabilities in Ivanti VPNs (CVE-2023-46805, CVE-2024-21887, CVE-2024-21888, CVE-2024-21893), Magento (CVE-2022-24086), and Qlik Sense (CVE-2023-41265, CVE-2023-41266, CVE-2023-48365).",high,"[{'source_id': 'CTI_TEXTS_1', 'page': 1, 'quote': 'targeting publicly disclosed vulnerabilities in Ivanti VPNs (CVE-2023-46805, CVE-2024-21887, CVE-2024-21888, and CVE-2024-21893), Magento (CVE-2022-24086), Qlik Sense (CVE-2023-41265, CVE-2023-41266, and CVE-2023-48365)'}]","{'actors': ['Magnet Goblin'], 'malware': [], 'cves': ['CVE-2023-46805', 'CVE-2024-21887', 'CVE-2024-21888', 'CVE-2024-21893', 'CVE-2022-24086', 'CVE-2023-41265', 'CVE-2023-41266', 'CVE-2023-48365'], 'sectors': [], 'regions': [], 'mitre': []}"
3,guided,"What relationships are reported between Warpwire, Ivanti exploitation activity, and the use of compromised Magento servers for command-and-control?",True,"Warpwire is reported as deployed during exploitation of Ivanti vulnerabilities and is also reported in a prior attack where compromised Magento servers were used as command-and-control servers for the Windows variant of NerbianRAT and for Warpwire, suggesting reuse of tooling and infrastructure patterns across campaigns.",medium,"[{'source_id': 'CTI_TEXTS_1', 'page': 1, 'quote': 'As part of an attack exploiting the recent Ivanti flaws, the threat actor was observed deploying a JavaScript credential stealer called Warpwire'}, {'source_id': 'CTI_TEXTS_1', 'page': 1, 'quote': 'The tool was also seen in a 2022 attack against Magento servers, which were used as command-and-control (C&C) servers for the Windows variant of NerbianRAT and for Warpwire.'}]","{'actors': ['Magnet Goblin'], 'malware': ['Warpwire', 'NerbianRAT'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}"
4,guided,"Which actor is reported to have exploited a Windows zero-day for privilege escalation, and what rootkit capability did that exploitation enable?",True,Lazarus is reported to have exploited Windows CVE-2024-21338 for privilege escalation; the exploitation enabled elevation of privileges and establishment of a kernel read/write primitive used for direct kernel object manipulation in an updated FudModule rootkit.,high,"[{'source_id': 'CTI_TEXTS_3', 'page': 1, 'quote': 'The notorious North Korean threat group known as Lazarus exploited a Windows zero-day vulnerability for privilege escalation'}, {'source_id': 'CTI_TEXTS_3', 'page': 1, 'quote': 'By exploiting CVE-2024-21338, Lazarus hackers were able to elevate their privileges... establish a kernel read/write primitive... perform direct kernel object manipulation in an updated version of the FudModule rootkit'}]","{'actors': ['Lazarus'], 'malware': ['FudModule'], 'cves': ['CVE-2024-21338'], 'sectors': [], 'regions': ['North Korea'], 'mitre': []}"
5,guided,"Which vulnerability is reported as enabling a living-off-the-land style kernel attack, and what Windows component is described as being impacted?",True,CVE-2024-21338 is reported as enabling a living-off-the-land style kernel attack by targeting a driver present on many systems; it impacts the 'appid.sys' driver associated with Microsoft AppLocker.,high,"[{'source_id': 'CTI_TEXTS_3', 'page': 1, 'quote': 'By targeting a vulnerability in a driver that is present on many systems... the attacker benefits from a higher degree of stealth.'}, {'source_id': 'CTI_TEXTS_3', 'page': 1, 'quote': 'The vulnerability impacts the ‘appid.sys’ driver associated with Microsoft’s AppLocker security feature.'}]","{'actors': ['Lazarus'], 'malware': ['FudModule'], 'cves': ['CVE-2024-21338'], 'sectors': [], 'regions': [], 'mitre': []}"
6,guided,"Which malware family is described as a modular Windows botnet with rootkit capabilities, and what command-and-control communication change was reported for stealth?",True,PurpleFox (DirtyMoe) is described as a modular Windows botnet malware with a rootkit module for hiding and persistence; newer versions reportedly switched to using WebSocket for command-and-control communications for stealth.,high,"[{'source_id': 'CTI_TEXTS_4', 'page': 1, 'quote': ""PurpleFox (or 'DirtyMoe') is a modular Windows botnet malware... with a rootkit module allowing it to hide and persist""}, {'source_id': 'CTI_TEXTS_4', 'page': 1, 'quote': 'new versions of PurpleFox switched to using WebSocket for command and control (C2) communications for stealth'}]","{'actors': ['UAC-0027'], 'malware': ['PurpleFox', 'DirtyMoe'], 'cves': [], 'sectors': [], 'regions': ['Ukraine'], 'mitre': []}"
7,guided,"Which distributor technique is reported for PurpleFox, and which organization is reported to have used shared indicators to identify infections?",True,PurpleFox is reported as typically infecting systems when victims launch laced MSI installers; CERT-UA is reported to have used IoCs shared by Avast and TrendMicro to identify PurpleFox infections and track the activity as UAC-0027.,high,"[{'source_id': 'CTI_TEXTS_4', 'page': 1, 'quote': 'PurpleFox typically infects systems when victims launch laced MSI installers'}, {'source_id': 'CTI_TEXTS_4', 'page': 1, 'quote': ""CERT-UA used IoCs shared by Avast and TrendMicro to identify PurpleFox malware infections... under the identifier 'UAC-0027'.""}]","{'actors': ['UAC-0027'], 'malware': ['PurpleFox'], 'cves': [], 'sectors': [], 'regions': ['Ukraine'], 'mitre': []}"
8,guided,"Which threat group is reported as focusing on credential phishing aligned with Russian government interests, and what social engineering method is described for building trust with targets?",True,COLDRIVER is reported as a Russian threat group focused on credential phishing aligned with Russian government interests; it is described as using impersonation accounts (pretending to be an expert or affiliated with the target) to build rapport before sending phishing links or documents containing links.,high,"[{'source_id': 'CTI_TEXTS_5', 'page': 1, 'quote': 'COLDRIVER... a Russian threat group focused on credential phishing activities... aligned with the interests of the Russian government.'}, {'source_id': 'CTI_TEXTS_5', 'page': 1, 'quote': 'COLDRIVER often utilizes impersonation accounts... establish a rapport with the target... and eventually sends a phishing link or document containing a link.'}]","{'actors': ['COLDRIVER', 'UNC4057', 'Star Blizzard', 'Callisto'], 'malware': [], 'cves': [], 'sectors': ['NGO', 'Government', 'Academic Institution'], 'regions': ['Russia', 'Ukraine'], 'mitre': []}"
9,guided,"Which victim segments are reported as targeted by COLDRIVER, and what activity type is emphasized as their focus?",True,"COLDRIVER is reported as targeting high-profile individuals in NGOs, former intelligence and military officers, and NATO governments, with a focus on credential phishing activity.",high,"[{'source_id': 'CTI_TEXTS_5', 'page': 1, 'quote': 'focused on credential phishing activities against high profile individuals in NGOs, former intelligence and military officers, and NATO governments.'}]","{'actors': ['COLDRIVER', 'UNC4057', 'Star Blizzard', 'Callisto'], 'malware': [], 'cves': [], 'sectors': ['NGO', 'Government'], 'regions': ['Russia'], 'mitre': []}"
10,guided,"What delivery mechanism is reported for BazarLoader, and what relationship is reported between the BazarLoader-linked actor and TrickBot?",True,BazarLoader is reported as primarily distributed via phishing emails containing malicious attachments or links to file-hosting websites; the advisory reports the threat actor behind TrickBot is also connected to BazarLoader.,medium,"[{'source_id': 'CTI_TEXTS_6', 'page': 1, 'quote': 'BazarLoader... is also primarily distributed via phishing emails that contain either malicious attachments or links to websites... that host malware.'}, {'source_id': 'CTI_TEXTS_6', 'page': 1, 'quote': 'the threat actor behind TrickBot is also connected to BazarLoader.'}]","{'actors': ['TrickBot threat actor'], 'malware': ['BazarLoader', 'BazarBackdoor', 'TrickBot'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}"
11,guided,"Which threat group is reported as targeting the travel and hospitality industries, and what attachment formats are described as being used to deliver malware payloads?",True,TA558 is reported as targeting the travel and hospitality industries; the campaign is described as using fake reservation emails with links and using RAR and ISO file attachments to deliver malware payloads.,high,"[{'source_id': 'CTI_TEXTS_8', 'page': 1, 'quote': 'TA558 has ramped up efforts to target the travel and hospitality industries.'}, {'source_id': 'CTI_TEXTS_8', 'page': 1, 'quote': 'unique... is the use of RAR and ISO file attachments linked to messages.'}]","{'actors': ['TA558'], 'malware': [], 'cves': [], 'sectors': ['Travel', 'Hospitality'], 'regions': [], 'mitre': []}"
12,guided,"Which ransomware variant is reported as publishing stolen data via a leak site, and what types of victim organizations are explicitly mentioned as being impacted?",True,RansomExx (also referred to as RansomEXX) is reported as operating a leak site to publish stolen data and is described as having attacked government agencies and other high-profile targets; it is also described as having published data stolen from a Scottish mental health charity.,medium,"[{'source_id': 'CTI_TEXTS_2', 'page': 1, 'quote': 'the group also started a leak site for publishing stolen data.'}, {'source_id': 'CTI_TEXTS_2', 'page': 1, 'quote': 'used in widely reported attacks on government agencies'}]","{'actors': [], 'malware': ['RansomExx', 'RansomEXX', 'Defray777'], 'cves': [], 'sectors': ['Government', 'Nonprofit'], 'regions': ['Scotland'], 'mitre': []}"
13,guided,"In reported RansomExx activity, what kinds of sensitive data are described as exposed from victims, and what victim category is explicitly referenced?",True,"Reported RansomExx leak activity includes exposure of personal information and credit card details, explicitly referenced in the case of a mental health charity where data about volunteers was published.",high,"[{'source_id': 'CTI_TEXTS_2', 'page': 1, 'quote': ""published 12GB worth of data that included the personal information and even credit card details of the charity's volunteers.""}]","{'actors': [], 'malware': ['RansomExx', 'RansomEXX'], 'cves': [], 'sectors': ['Nonprofit'], 'regions': ['Scotland'], 'mitre': []}"
14,guided,"Which macOS vulnerability is reported as allowing bypass of System Integrity Protection (SIP), and what precondition for exploitation is stated?",True,CVE-2023-32369 (referred to as “Migraine”) is reported as allowing an attacker to bypass macOS System Integrity Protection (SIP); the stated precondition is that the attacker already has root access.,high,"[{'source_id': 'CTI_TEXTS_9', 'page': 1, 'quote': 'could allow an attacker with root access to automatically bypass System Integrity Protection (SIP) in macOS'}]","{'actors': [], 'malware': [], 'cves': ['CVE-2023-32369'], 'sectors': [], 'regions': [], 'mitre': []}"
15,guided,"Which threat actor is reported as using compromised Magento instances in relation to command-and-control infrastructure, and what malware components are linked to those instances?",True,"Magnet Goblin is reported in context of campaigns where Magento servers were used as command-and-control servers for the Windows variant of NerbianRAT and for Warpwire; additionally, Magnet Goblin deployed MiniNerbian on compromised Magento instances.",high,"[{'source_id': 'CTI_TEXTS_1', 'page': 1, 'quote': 'Magento servers... were used as command-and-control (C&C) servers for the Windows variant of NerbianRAT and for Warpwire.'}, {'source_id': 'CTI_TEXTS_1', 'page': 1, 'quote': 'Magnet Goblin deployed MiniNerbian... on the compromised Magento instances.'}]","{'actors': ['Magnet Goblin'], 'malware': ['NerbianRAT', 'Warpwire', 'MiniNerbian'], 'cves': ['CVE-2022-24086'], 'sectors': [], 'regions': [], 'mitre': []}"
16,guided,"Which malware is described as capable of distributed denial-of-service (DDoS), and what additional operator capabilities are described for it?",True,"PurpleFox is described as capable of acting as a distributed denial-of-service (DDoS) bot; it is also described as offering backdoor capabilities and being usable as a downloader to introduce second-stage payloads, with a rootkit module for hiding and persistence.",high,"[{'source_id': 'CTI_TEXTS_4', 'page': 1, 'quote': 'offers its operators backdoor capabilities, and can also act as a distributed denial of service (DDoS) bot.'}, {'source_id': 'CTI_TEXTS_4', 'page': 1, 'quote': 'It can be used as a downloader that introduces more potent second-stage payloads... comes with a rootkit module allowing it to hide and persist'}]","{'actors': [], 'malware': ['PurpleFox', 'DirtyMoe'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}"
