q_id,category,system,question,gold_answer,prediction,Exact,Strict-Exact,F1,BLEU,ROUGE1,ROUGEL,BERT-F1,Halluc-Prec,Unknown,Answered,time_sec
9,simple,GRAG,What is the incident date for inc-zuorat-soho-routers-2020-04?,2020-04-01,"The incident date for inc-zuorat-soho-routers-2020-04 is April 1, 2020.",0.0,0.0,0.0,6.837203339116283,0.23529411764705882,0.23529411764705882,0.7980999946594238,0.0,0.0,1.0,2.6680321488529444
9,simple,AGRAG,What is the incident date for inc-zuorat-soho-routers-2020-04?,2020-04-01,2020-04-01,1.0,1.0,1.0,100.00000000000004,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,2.947865071706474
9,simple,HRAG,What is the incident date for inc-zuorat-soho-routers-2020-04?,2020-04-01,2020-04-01,1.0,1.0,1.0,100.00000000000004,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,5.169913497753441
10,simple,RAG,What is the summary publisher for source NVD-CVE-2023-6345?,NIST,I don't know.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6466239113360643
10,simple,GRAG,What is the summary publisher for source NVD-CVE-2023-6345?,NIST,The summary publisher for source NVD-CVE-2023-6345 is NIST.,1.0,0.0,0.0,3.7477767366779213,0.16666666666666669,0.16666666666666669,0.8159513473510742,0.0,0.0,1.0,5.936812506057322
10,simple,AGRAG,What is the summary publisher for source NVD-CVE-2023-6345?,NIST,NIST,1.0,1.0,1.0,0.0,1.0,1.0,0.9999998807907104,1.0,0.0,1.0,2.4045648565515876
10,simple,HRAG,What is the summary publisher for source NVD-CVE-2023-6345?,NIST,I don't know.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.73631760943681
11,simple,RAG,What sector is set for the victim Maritime services giant (Singapore HQ)?,Transportation,I don't know.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5142705710604787
11,simple,GRAG,What sector is set for the victim Maritime services giant (Singapore HQ)?,Transportation,"I'm sorry, but I couldn't find any relevant information about the sector for the victim Maritime services giant with a Singapore HQ in the database.",0.0,0.0,0.0,0.0,0.0,0.0,0.802112877368927,0.0,0.0,1.0,7.372343812137842
11,simple,AGRAG,What sector is set for the victim Maritime services giant (Singapore HQ)?,Transportation,Transportation,1.0,1.0,1.0,0.0,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,3.000081853941083
11,simple,HRAG,What sector is set for the victim Maritime services giant (Singapore HQ)?,Transportation,Transportation,1.0,1.0,1.0,0.0,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,2.8140600714832544
12,simple,RAG,What is the NIST score mentioned in CVE-2021-36260 summary?,9.8/10,The NIST score for CVE-2021-36260 is 9.8.,0.0,0.0,0.0,4.196114906296549,0.30769230769230765,0.30769230769230765,0.8361614346504211,0.0,0.0,1.0,1.0730367936193943
12,simple,GRAG,What is the NIST score mentioned in CVE-2021-36260 summary?,9.8/10,The NIST score for CVE-2021-36260 is not available in the provided results.,0.0,0.0,0.0,0.0,0.0,0.0,0.8027434349060059,0.0,0.0,1.0,7.323469282127917
12,simple,AGRAG,What is the NIST score mentioned in CVE-2021-36260 summary?,9.8/10,I don't know based on the current graph result.,0.0,0.0,0.0,0.0,0.0,0.0,0.8123908042907715,0.0,0.0,1.0,3.102969544008374
12,simple,HRAG,What is the NIST score mentioned in CVE-2021-36260 summary?,9.8/10,9.8,0.0,0.0,0.0,0.0,0.8,0.8,0.870686948299408,0.0,0.0,1.0,2.602660487405956
13,simple,RAG,What family is recorded for malware Rhysida?,ransomware,I don't know.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6828517764806747
13,simple,GRAG,What family is recorded for malware Rhysida?,ransomware,The family recorded for malware Rhysida is ransomware.,1.0,0.0,0.0,4.767707020457095,0.2222222222222222,0.2222222222222222,0.8229461312294006,0.0,0.0,1.0,1.6830696864053607
13,simple,AGRAG,What family is recorded for malware Rhysida?,ransomware,ransomware,1.0,1.0,1.0,0.0,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,2.316680483520031
13,simple,HRAG,What family is recorded for malware Rhysida?,ransomware,I don't know.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.815145463682711
14,simple,RAG,What ransomware note filename is stated in Rhysida malware summary?,CriticalBreachDetected.pdf,CriticalBreachDetected.pdf,1.0,1.0,1.0,0.0,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,0.5355951534584165
14,simple,GRAG,What ransomware note filename is stated in Rhysida malware summary?,CriticalBreachDetected.pdf,The results retrieved from the database do not provide any information about a ransomware note filename stated in the Rhysida malware summary.,0.0,0.0,0.0,1.6466642419110007,0.0,0.0,0.8250302076339722,0.0,0.0,1.0,8.02540547400713
14,simple,AGRAG,What ransomware note filename is stated in Rhysida malware summary?,CriticalBreachDetected.pdf,CriticalBreachDetected.pdf,1.0,1.0,1.0,0.0,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,2.3906117007136345
14,simple,HRAG,What ransomware note filename is stated in Rhysida malware summary?,CriticalBreachDetected.pdf,I don't know,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.208003173582256
15,simple,RAG,What is the published date for CVE-2022-22047?,2022-01-01,I don't know.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1500484067946672
15,simple,GRAG,What is the published date for CVE-2022-22047?,2022-01-01,"The published date for CVE-2022-22047 is January 1, 2022.",0.0,0.0,0.0,3.673526562988939,0.14285714285714288,0.14285714285714288,0.7883569598197937,0.0,0.0,1.0,2.0299137411639094
15,simple,AGRAG,What is the published date for CVE-2022-22047?,2022-01-01,2022-01-01,1.0,1.0,1.0,100.00000000000004,1.0,1.0,1.0,1.0,0.0,1.0,2.4444820191711187
15,simple,HRAG,What is the published date for CVE-2022-22047?,2022-01-01,2022-01-01,1.0,1.0,1.0,100.00000000000004,1.0,1.0,1.0,1.0,0.0,1.0,2.62509274110198
16,single_hop,RAG,Which country is Organizations in South Korea located in?,South Korea,I don't know.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6068872967734933
16,single_hop,GRAG,Which country is Organizations in South Korea located in?,South Korea,I'm unable to provide information about organizations in South Korea.,1.0,0.0,0.16666666666666669,7.495553473355842,0.3076923076923077,0.3076923076923077,0.8665635585784912,0.1,0.0,1.0,0.586817710660398
16,single_hop,AGRAG,Which country is Organizations in South Korea located in?,South Korea,South Korea,1.0,1.0,1.0,0.0,1.0,1.0,0.9999997615814209,1.0,0.0,1.0,2.524536844342947
16,single_hop,HRAG,Which country is Organizations in South Korea located in?,South Korea,South Korea,1.0,1.0,1.0,0.0,1.0,1.0,0.9999997615814209,1.0,0.0,1.0,2.830048299394548
17,single_hop,RAG,Which tool did incident magniber-2017-targeted-south-korea-via-magnitude-ek involve?,Magnitude Exploit Kit,Magnitude exploit kit,1.0,1.0,1.0,0.0,1.0,1.0,0.9742900133132935,1.0,0.0,1.0,0.7095347410067916
17,single_hop,GRAG,Which tool did incident magniber-2017-targeted-south-korea-via-magnitude-ek involve?,Magnitude Exploit Kit,"The results retrieved do not provide information about the tool involved in the incident ""magniber-2017-targeted-south-korea-via-magnitude-ek."" Therefore, I cannot provide a specific answer to your question.",0.0,0.0,0.0,0.0,0.05714285714285714,0.05714285714285714,0.8145564198493958,0.0,0.0,1.0,13.960635866038501
17,single_hop,AGRAG,Which tool did incident magniber-2017-targeted-south-korea-via-magnitude-ek involve?,Magnitude Exploit Kit,Magnitude Exploit Kit,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.517600430175662
17,single_hop,HRAG,Which tool did incident magniber-2017-targeted-south-korea-via-magnitude-ek involve?,Magnitude Exploit Kit,Magnitude Exploit Kit,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.7718340195715427
18,single_hop,RAG,Which CVE was exploited in incident magniber-2022-10-phishing-js-cve-2022-44698?,CVE-2022-44698,CVE-2022-44698,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6472251461818814
18,single_hop,GRAG,Which CVE was exploited in incident magniber-2022-10-phishing-js-cve-2022-44698?,CVE-2022-44698,"Based on the information provided, there is no CVE (Common Vulnerabilities and Exposures) associated with the incident ""magniber-2022-10-phishing-js-cve-2022-44698.""",1.0,0.0,0.0,2.4829886830705856,0.21428571428571425,0.21428571428571425,0.7984529137611389,0.0,0.0,1.0,5.33540372364223
18,single_hop,AGRAG,Which CVE was exploited in incident magniber-2022-10-phishing-js-cve-2022-44698?,CVE-2022-44698,I don't know based on the current graph result.,0.0,0.0,0.0,0.0,0.0,0.0,0.7613157629966736,0.0,0.0,1.0,4.255639703013003
18,single_hop,HRAG,Which CVE was exploited in incident magniber-2022-10-phishing-js-cve-2022-44698?,CVE-2022-44698,CVE-2022-44698,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,4.768363184295595
19,single_hop,RAG,Which technique was used by incident vultur-sms-callback-and-modified-mcafee-delivery?,Phishing,"The technique used by incident vultur-sms-callback-and-modified-mcafee-delivery involves sending a second SMS message that includes a link to a modified McAfee Security package. The modified application contains the dropper-framework called Brunhilda, which deploys Vultur via three payloads.",0.0,0.0,0.0,0.0,0.0,0.0,0.761482298374176,0.0,0.0,1.0,1.1433524433523417
19,single_hop,GRAG,Which technique was used by incident vultur-sms-callback-and-modified-mcafee-delivery?,Phishing,The technique used was Phishing.,1.0,0.0,0.0,8.116697886877475,0.33333333333333337,0.33333333333333337,0.863775372505188,0.0,0.0,1.0,2.290584052912891
19,single_hop,AGRAG,Which technique was used by incident vultur-sms-callback-and-modified-mcafee-delivery?,Phishing,"The technique used was Phishing (T1566), specifically via SMS lure (smishing) and a link to a modified McAfee Security package.",1.0,0.0,0.09523809523809523,1.4445809981770859,0.09523809523809523,0.09523809523809523,0.8274254202842712,0.05,0.0,1.0,4.825406990014017
19,single_hop,HRAG,Which technique was used by incident vultur-sms-callback-and-modified-mcafee-delivery?,Phishing,I don't know.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.6931200716644526
20,single_hop,RAG,Which C2 service is abused by Vultur?,FCM,Vultur abuses ngrok for C2,0.0,0.0,0.0,0.0,0.0,0.0,0.8153213262557983,0.0,0.0,1.0,0.5315041113644838
20,single_hop,GRAG,Which C2 service is abused by Vultur?,FCM,Vultur abuses the FCM (Firebase Cloud Messaging) C2 service.,1.0,0.0,0.19999999999999998,3.3864985683445354,0.19999999999999998,0.19999999999999998,0.8217853307723999,0.1111111111111111,0.0,1.0,2.150711888447404
20,single_hop,AGRAG,Which C2 service is abused by Vultur?,FCM,Vultur abuses the FCM (Firebase Cloud Messaging) service.,1.0,0.0,0.2222222222222222,3.7477767366779213,0.2222222222222222,0.2222222222222222,0.830153226852417,0.125,0.0,1.0,3.1973292054608464
20,single_hop,HRAG,Which C2 service is abused by Vultur?,FCM,"Ngrok, AlphaVNC, FCM",1.0,0.0,0.5,10.682175159905848,0.5,0.5,0.8347813487052917,0.3333333333333333,0.0,1.0,2.951730447821319
21,single_hop,RAG,Which malware does ToddyCat use dated 2020-12-01?,"Samurai, Ninja",I don't know.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7551413923501968
21,single_hop,GRAG,Which malware does ToddyCat use dated 2020-12-01?,"Samurai, Ninja",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,30.767099926248193
21,single_hop,AGRAG,Which malware does ToddyCat use dated 2020-12-01?,"Samurai, Ninja",I don't know based on the current graph result.,0.0,0.0,0.0,0.0,0.0,0.0,0.8297737836837769,0.0,0.0,1.0,3.959677752107382
21,single_hop,HRAG,Which malware does ToddyCat use dated 2020-12-01?,"Samurai, Ninja","Samurai, Ninja",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,13.915129610337317
22,single_hop,RAG,Which victim is targeted by incident inc-clop-servu-2021-11?,Maritime services giant (Singapore HQ),A maritime services giant with headquarters in Singapore.,0.0,0.0,0.4615384615384615,10.552670315936318,0.6153846153846154,0.6153846153846154,0.9280399084091187,0.375,0.0,1.0,0.5587864173576236
22,single_hop,GRAG,Which victim is targeted by incident inc-clop-servu-2021-11?,Maritime services giant (Singapore HQ),The victim targeted by incident inc-clop-servu-2021-11 is a Maritime services giant headquartered in Singapore.,0.0,0.0,0.3157894736842105,9.147827112247601,0.3478260869565218,0.3478260869565218,0.8611063957214355,0.21428571428571427,0.0,1.0,2.214136144146323
22,single_hop,AGRAG,Which victim is targeted by incident inc-clop-servu-2021-11?,Maritime services giant (Singapore HQ),"Maritime services giant (Singapore HQ), sector: Transportation, country: unknown.",1.0,0.0,0.5714285714285714,37.23909894939822,0.7142857142857143,0.7142857142857143,0.930859386920929,0.4444444444444444,0.0,1.0,4.314285833388567
22,single_hop,HRAG,Which victim is targeted by incident inc-clop-servu-2021-11?,Maritime services giant (Singapore HQ),Maritime services giant,0.0,0.0,0.7499999999999999,0.0,0.7499999999999999,0.7499999999999999,0.9375267624855042,1.0,0.0,1.0,3.504638538695872
23,single_hop,RAG,Which country did incident inc-clop-servu-2021-11 occur in?,Singapore,Singapore,1.0,1.0,1.0,0.0,1.0,1.0,1.000000238418579,1.0,0.0,1.0,0.622250547632575
23,single_hop,GRAG,Which country did incident inc-clop-servu-2021-11 occur in?,Singapore,The incident inc-clop-servu-2021-11 occurred in Singapore.,1.0,0.0,0.0,4.767707020457095,0.18181818181818182,0.18181818181818182,0.7948523163795471,0.0,0.0,1.0,2.0494190650060773
23,single_hop,AGRAG,Which country did incident inc-clop-servu-2021-11 occur in?,Singapore,Singapore,1.0,1.0,1.0,0.0,1.0,1.0,1.000000238418579,1.0,0.0,1.0,3.001440340653062
23,single_hop,HRAG,Which country did incident inc-clop-servu-2021-11 occur in?,Singapore,Singapore,1.0,1.0,1.0,0.0,1.0,1.0,1.000000238418579,1.0,0.0,1.0,3.452480082400143
24,single_hop,RAG,Which CVE does SolarWinds Serv-U exploit?,CVE-2021-35211,CVE-2021-35211,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.711645569652319
24,single_hop,GRAG,Which CVE does SolarWinds Serv-U exploit?,CVE-2021-35211,"Based on the results retrieved, there is no information available about a specific CVE (Common Vulnerabilities and Exposures) associated with a SolarWinds Serv-U exploit.",0.0,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142,0.7463279962539673,0.0,0.0,1.0,3.125808211043477
24,single_hop,AGRAG,Which CVE does SolarWinds Serv-U exploit?,CVE-2021-35211,I don't know based on the current graph result.,0.0,0.0,0.0,0.0,0.0,0.0,0.767488420009613,0.0,0.0,1.0,3.5017847325652838
24,single_hop,HRAG,Which CVE does SolarWinds Serv-U exploit?,CVE-2021-35211,CVE-2021-35211,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.4376354897394776
25,single_hop,RAG,Which sector is targeted by incident inc:hikvision:cve-2021-36260:collaboration-darkweb?,Technology,I don't know.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4738715160638094
25,single_hop,GRAG,Which sector is targeted by incident inc:hikvision:cve-2021-36260:collaboration-darkweb?,Technology,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,29.897673001512885
25,single_hop,AGRAG,Which sector is targeted by incident inc:hikvision:cve-2021-36260:collaboration-darkweb?,Technology,Technology,1.0,1.0,1.0,0.0,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,2.881876291707158
25,single_hop,HRAG,Which sector is targeted by incident inc:hikvision:cve-2021-36260:collaboration-darkweb?,Technology,Technology,1.0,1.0,1.0,0.0,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,4.098187617026269
26,single_hop,RAG,Which CVE is mitigated by Patch Management?,CVE-2022-22047,CVE-2022-22047,1.0,1.0,1.0,0.0,1.0,1.0,0.9999998807907104,1.0,0.0,1.0,0.623187449760735
26,single_hop,GRAG,Which CVE is mitigated by Patch Management?,CVE-2022-22047,The CVE mitigated by Patch Management is CVE-2022-22047.,1.0,0.0,0.0,13.950796967929138,0.4615384615384615,0.4615384615384615,0.8370997309684753,0.0,0.0,1.0,5.510300054214895
26,single_hop,AGRAG,Which CVE is mitigated by Patch Management?,CVE-2022-22047,CVE-2022-22047 is mitigated by Patch Management.,1.0,0.0,0.2857142857142857,17.747405280050266,0.5454545454545454,0.5454545454545454,0.8984819054603577,0.16666666666666666,0.0,1.0,4.125440651550889
26,single_hop,HRAG,Which CVE is mitigated by Patch Management?,CVE-2022-22047,CVE-2022-22047,1.0,1.0,1.0,0.0,1.0,1.0,0.9999998807907104,1.0,0.0,1.0,3.703680483624339
27,single_hop,RAG,Which technique is used by incident inc-zuorat-soho-routers-2020-04 for packet capture?,Network Sniffing,Packet capture,0.0,0.0,0.0,0.0,0.0,0.0,0.8223447799682617,0.0,0.0,1.0,0.5135283851996064
27,single_hop,GRAG,Which technique is used by incident inc-zuorat-soho-routers-2020-04 for packet capture?,Network Sniffing,"For the incident inc-zuorat-soho-routers-2020-04, the technique used for packet capture is Network Sniffing.",1.0,0.0,0.13333333333333336,4.5739135561238005,0.19999999999999998,0.19999999999999998,0.8215522766113281,0.07692307692307693,0.0,1.0,10.935747663490474
27,single_hop,AGRAG,Which technique is used by incident inc-zuorat-soho-routers-2020-04 for packet capture?,Network Sniffing,The technique used is Network Sniffing (T1040).,1.0,0.0,0.4444444444444445,8.392229812593097,0.4444444444444445,0.4444444444444445,0.8581641316413879,0.2857142857142857,0.0,1.0,5.034963017329574
27,single_hop,HRAG,Which technique is used by incident inc-zuorat-soho-routers-2020-04 for packet capture?,Network Sniffing,Network Sniffing,1.0,1.0,1.0,0.0,1.0,1.0,1.000000238418579,1.0,0.0,1.0,5.017853878438473
28,single_hop,RAG,Which source supports CVE-2023-6345 with a public exploit quote?,GOOGLE-ADV-CVE-2023-6345,[doc_index=5],0.0,0.0,0.0,0.0,0.0,0.0,0.7887420058250427,0.0,0.0,1.0,0.5323590440675616
28,single_hop,GRAG,Which source supports CVE-2023-6345 with a public exploit quote?,GOOGLE-ADV-CVE-2023-6345,Neither of the provided sources (Google Chrome security update advisory or the NVD entry for CVE-2023-6345) explicitly mention a public exploit quote for CVE-2023-6345.,0.0,0.0,0.0,2.398696258505924,0.24242424242424243,0.24242424242424243,0.8289573788642883,0.0,0.0,1.0,3.374152097851038
28,single_hop,AGRAG,Which source supports CVE-2023-6345 with a public exploit quote?,GOOGLE-ADV-CVE-2023-6345,I don't know based on the current graph result.,0.0,0.0,0.0,0.0,0.0,0.0,0.7959179282188416,0.0,0.0,1.0,4.009911548346281
28,single_hop,HRAG,Which source supports CVE-2023-6345 with a public exploit quote?,GOOGLE-ADV-CVE-2023-6345,I don't know,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.9796020686626434
29,single_hop,RAG,Which malware is involved in incident inc-ransomexx-2022-03-scottish-mental-health-charity?,RansomExx,The context does not mention any malware involved in incident inc-ransomexx-2022-03-scottish-mental-health-charity.,1.0,0.0,0.0,0.0,0.10526315789473684,0.10526315789473684,0.7939884066581726,0.0,0.0,1.0,0.9884053431451321
29,single_hop,GRAG,Which malware is involved in incident inc-ransomexx-2022-03-scottish-mental-health-charity?,RansomExx,I couldn't find any relevant information about the malware involved in incident inc-ransomexx-2022-03-scottish-mental-health-charity.,1.0,0.0,0.0,0.0,0.0909090909090909,0.0909090909090909,0.7894880771636963,0.0,0.0,1.0,8.668128208257258
29,single_hop,AGRAG,Which malware is involved in incident inc-ransomexx-2022-03-scottish-mental-health-charity?,RansomExx,I don't know based on the current graph result.,0.0,0.0,0.0,0.0,0.0,0.0,0.7957519292831421,0.0,0.0,1.0,3.3786608278751373
29,single_hop,HRAG,Which malware is involved in incident inc-ransomexx-2022-03-scottish-mental-health-charity?,RansomExx,RansomExx,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,4.226762739010155
30,single_hop,RAG,Which country is Prospect Medical Holdings located in?,United States,I don't know.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5931341759860516
30,single_hop,GRAG,Which country is Prospect Medical Holdings located in?,United States,I'm unable to provide information about the location of Prospect Medical Holdings.,0.0,0.0,0.0,0.0,0.0,0.0,0.813953697681427,0.0,0.0,1.0,3.9788998467847705
30,single_hop,AGRAG,Which country is Prospect Medical Holdings located in?,United States,United States,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.5600698525086045
30,single_hop,HRAG,Which country is Prospect Medical Holdings located in?,United States,United States.,1.0,0.0,0.5,0.0,1.0,1.0,0.9729055762290955,0.5,0.0,1.0,3.4007576731964946
31,multi_hop,RAG,How many distinct tools does Rhysida threat actor use?,3,I don't know.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6670710118487477
