id,category,question,answerable,answer,confidence,evidence,normalized_entities
44,multi_hop,Which malware families are used by TA544?,True,"Loader, RAT, Proxy",,,
45,multi_hop,How many incidents involved in CVE-2021-36260 also used technique T1190?,True,2,,,
46,unanswerable,What CVSS score property is stored for CVE-2021-36260?,False,,,,
47,unanswerable,Which specific Microsoft Exchange CVE identifiers make up ProxyShell in this graph?,False,,,,
48,unanswerable,What attachment password value was used for the ADNOC phishing RAR files?,False,,,,
49,unanswerable,Which encryption algorithm did Clop ransomware use in the GoAnywhere incident?,False,,,,
50,unanswerable,What industry sectors are assigned to Crown Resorts and Rubrik victims?,False,,,,
1,guided,"Which threat actor is linked to abusing Microsoft Exchange Server vulnerabilities using the ProxyShell chain, and what was the stated purpose of the associated malware usage?",True,"APT35 (also known as Charming Kitten / Phosphorus) is described as abusing Microsoft Exchange Server vulnerabilities chained as ProxyShell, and later using a new strain of malware for intelligence collection.",high,"[{'source_id': 'CTI_TEXT_1', 'page': 1, 'quote': 'By 2021, APT35 was abusing Microsoft Exchange Server vulnerabilities that were chained together (ProxyShell)... Using a new strain of malware, the threat actors were able to use the malware for intelligence collection.'}]","{'actors': ['APT35', 'Charming Kitten', 'Phosphorus'], 'malware': [], 'cves': [], 'sectors': [], 'regions': ['Iran', 'Israel', 'United States'], 'mitre': []}"
2,guided,"What sectors have been explicitly targeted by APT35 across different campaigns, and which countries were named as locations of those targets?",True,"APT35 is described as targeting academic institutions and medical research organizations. The text names targets in the United States, France, the Middle East region, and Israel.",high,"[{'source_id': 'CTI_TEXT_1', 'page': 1, 'quote': 'APT35 was responsible for targeting several academic institutions in the U.S, France, and the Middle East region... the group targeted medical research organizations in Israel and in the U.S.'}]","{'actors': ['APT35', 'Charming Kitten', 'Phosphorus'], 'malware': [], 'cves': [], 'sectors': ['Academia', 'Medical research'], 'regions': ['United States', 'France', 'Middle East', 'Israel'], 'mitre': []}"
3,guided,"Which tool is attributed to APT35 for quietly extracting emails, and what victim data source is explicitly mentioned?",True,APT35 is described as using a tool called Hyperscrape to quietly extract emails from victims' mailboxes.,high,"[{'source_id': 'CTI_TEXT_1', 'page': 1, 'quote': ""The group has also been seen using a new tool called Hyperscrape to quietly extract emails from victim's mailboxes.""}]","{'actors': ['APT35', 'Charming Kitten', 'Phosphorus'], 'malware': [], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}"
4,guided,"Which vulnerability (CVE) is associated with command injection in Hikvision cameras, and what is the described patching status at scale?",True,"CVE-2021-36260 is described as a command injection flaw affecting Hikvision cameras, and the text states that over 80,000 affected devices remain unpatched.",high,"[{'source_id': 'CTI_TEXT_2', 'page': 1, 'quote': 'a command injection flaw in Hikvision cameras was revealed... as CVE-2021-36260... over 80,000 affected devices remain unpatched.'}]","{'actors': [], 'malware': [], 'cves': ['CVE-2021-36260'], 'sectors': ['Video surveillance'], 'regions': ['United States'], 'mitre': []}"
5,guided,"Which threat-actor groups are speculated as potential exploiters of the Hikvision command injection vulnerability, and what underground venue is mentioned in relation to collaboration and leaked credentials?",True,"The text speculates that Chinese threat groups such as MISSION2025/APT41 and APT10 and its affiliates, as well as unknown Russian threat actor groups, could potentially exploit the Hikvision vulnerability. It also mentions Russian dark web forums where hackers sought collaboration and leaked credentials were for sale.",medium,"[{'source_id': 'CTI_TEXT_2', 'page': 1, 'quote': ""hackers looking to collaborate on exploiting Hikvision cameras... specifically in Russian dark web forums, where leaked credentials have been put up for sale... 'Chinese threat groups such as MISSION2025/APT41, APT10... as well as unknown Russian threat actor groups could potentially exploit vulnerabilities in these devices'""}]","{'actors': ['APT41', 'MISSION2025/APT41', 'APT10'], 'malware': [], 'cves': ['CVE-2021-36260'], 'sectors': ['Video surveillance'], 'regions': ['Russia', 'China'], 'mitre': []}"
6,guided,"Which ransomware gang leveraged a remote code execution flaw in GoAnywhere MFT, and what was the described impact on victim organizations?",True,"The Clop ransomware gang is described as leveraging a critical remote code execution flaw in GoAnywhere MFT (CVE-2023-0669). The impacts described include widespread data theft, data leaks, reputational damage, and operational disruptions affecting organizations worldwide.",high,"[{'source_id': 'CTI_TEXT_3', 'page': 1, 'quote': 'the Clop ransomware gang had breached 130 companies... leveraging a critical remote code execution flaw in GoAnywhere MFT... CVE-2023-0669... widespread data theft attacks... causing data leaks, reputational damage, and operational disruptions.'}]","{'actors': ['Clop'], 'malware': ['Clop ransomware'], 'cves': ['CVE-2023-0669'], 'sectors': [], 'regions': ['Worldwide'], 'mitre': []}"
7,guided,Which named victim organizations are associated with the GoAnywhere MFT compromise campaign attributed to Clop?,True,"The text lists Crown Resorts, CHS, Hatch Bank, Rubrik, the City of Toronto, Hitachi Energy, Procter & Gamble, and Saks Fifth Avenue as notable victims of the GoAnywhere MFT-related attacks attributed to Clop.",high,"[{'source_id': 'CTI_TEXT_3', 'page': 1, 'quote': 'Some notable victims... include Crown Resorts, CHS, Hatch Bank, Rubrik, the City of Toronto, Hitachi Energy, Procter & Gamble, and Saks Fifth Avenue.'}]","{'actors': ['Clop'], 'malware': ['Clop ransomware'], 'cves': ['CVE-2023-0669'], 'sectors': [], 'regions': [], 'mitre': []}"
8,guided,What is the described exploitation timeline from zero-day use through vendor discovery and patch release for CVE-2023-0669 in GoAnywhere MFT?,True,"The text states CVE-2023-0669 was exploited as a zero-day starting on 2023-01-18, Fortra discovered exploitation on 2023-02-03, and patches were released three days later (2023-02-06).",high,"[{'source_id': 'CTI_TEXT_3', 'page': 1, 'quote': 'had been exploited as a zero-day vulnerability since January 18, 2023. Fortra discovered its exploitation on February 3, 2023, and released patches three days later.'}]","{'actors': ['Clop'], 'malware': [], 'cves': ['CVE-2023-0669'], 'sectors': ['Managed file transfer'], 'regions': [], 'mitre': []}"
9,guided,"Which malware loader is described as delivering Formbook and XLoader, and what initial access vector is explicitly described?",True,JinxLoader is described as delivering next-stage payloads such as Formbook and XLoader. The initial access vector described is phishing emails impersonating Abu Dhabi National Oil Company (ADNOC) that urge recipients to open password-protected RAR archive attachments.,high,"[{'source_id': 'CTI_TEXT_4', 'page': 1, 'quote': 'A new Go-based malware loader called JinxLoader is being used... to deliver... Formbook... XLoader. The attacks begin with phishing emails impersonating Abu Dhabi National Oil Company (ADNOC), urging recipients to open password-protected RAR archive attachments'}]","{'actors': [], 'malware': ['JinxLoader', 'Formbook', 'XLoader'], 'cves': [], 'sectors': ['Energy'], 'regions': ['Abu Dhabi'], 'mitre': []}"
10,guided,"In the described JinxLoader infection chain, what intermediate artifact is dropped and what role does it play before delivering the next-stage payload?",True,"The text describes that opening the password-protected RAR attachment results in dropping the JinxLoader executable, which then acts as a gateway for Formbook or XLoader.",high,"[{'source_id': 'CTI_TEXT_4', 'page': 1, 'quote': 'upon opening, drop the JinxLoader executable, which subsequently acts as a gateway for Formbook or XLoader.'}]","{'actors': [], 'malware': ['JinxLoader', 'Formbook', 'XLoader'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}"
11,guided,"Which threat actor is associated with IDAT Loader, and what payloads are described as being deployed via that loader?",True,TA544 (also known as Narwal Spider) is described as leveraging new variants of loader malware called IDAT Loader to deploy Remcos RAT or SystemBC malware.,high,"[{'source_id': 'CTI_TEXT_4', 'page': 1, 'quote': 'a threat actor known as TA544 (aka Narwal Spider) leveraging new variants of loader malware called IDAT Loader to deploy Remcos RAT or SystemBC malware.'}]","{'actors': ['TA544', 'Narwal Spider'], 'malware': ['IDAT Loader', 'Remcos RAT', 'SystemBC'], 'cves': [], 'sectors': [], 'regions': [], 'mitre': []}"
12,guided,"Which malware is described as having an updated version released on the dark web, and what capability enhancements are explicitly mentioned?",True,"Meduza Stealer is described as releasing an updated version (version 2.2) on the dark web, with expanded support for browser-based cryptocurrency wallets and an improved credit card grabber.",high,"[{'source_id': 'CTI_TEXT_4', 'page': 1, 'quote': 'the threat actors behind the Meduza Stealer have released an updated version of the malware (version 2.2) on the dark web with expanded support for browser-based cryptocurrency wallets and an improved credit card (CC) grabber.'}]","{'actors': [], 'malware': ['Meduza Stealer'], 'cves': [], 'sectors': ['Financial services'], 'regions': [], 'mitre': []}"
13,guided,"Which state-owned manufacturer is mentioned as having customers across more than 100 countries, and what regulatory characterization is cited by a U.S. agency?",True,"Hangzhou Hikvision Digital Technology (Hikvision) is described as a Chinese state-owned manufacturer of video surveillance equipment with customers spanning over 100 countries. The text cites the FCC labeling Hikvision ""an unacceptable risk to U.S. national security.""",high,"[{'source_id': 'CTI_TEXT_2', 'page': 1, 'quote': 'Hikvision... is a Chinese state-owned manufacturer of video surveillance equipment. Their customers span over 100 countries... despite the FCC labeling Hikvision “an unacceptable risk to U.S. national security”'}]","{'actors': [], 'malware': [], 'cves': [], 'sectors': ['Video surveillance'], 'regions': ['China', 'United States'], 'mitre': []}"
14,guided,"What evidence indicates an underground-market enablement component related to exploitation of Hikvision devices, and what was offered for sale?",True,"The text states researchers found instances of hackers seeking collaboration to exploit Hikvision cameras in Russian dark web forums, and that leaked credentials were put up for sale there.",medium,"[{'source_id': 'CTI_TEXT_2', 'page': 1, 'quote': 'hackers looking to collaborate on exploiting Hikvision cameras... in Russian dark web forums, where leaked credentials have been put up for sale.'}]","{'actors': [], 'malware': [], 'cves': ['CVE-2021-36260'], 'sectors': ['Video surveillance'], 'regions': ['Russia'], 'mitre': []}"
15,guided,"Which campaign is explicitly described as internet-based spying conducted via social media, and which actor is associated with it?",True,"The text describes an internet-based spying campaign conducted via social media, attributed to the Iranian advanced persistent threat actor APT35 (Charming Kitten / Phosphorus).",high,"[{'source_id': 'CTI_TEXT_1', 'page': 1, 'quote': 'The Iranian advanced persistent threat actor and cyberespionage group, APT35... launched one of the most sophisticated internet based spying campaigns... a campaign conducted via social media.'}]","{'actors': ['APT35', 'Charming Kitten', 'Phosphorus'], 'malware': [], 'cves': [], 'sectors': [], 'regions': ['Iran'], 'mitre': []}"
16,guided,"Across the cited incidents, which operation chain most directly connects a remote code execution CVE to data theft and subsequent organizational impacts, and which actor is named?",True,"The GoAnywhere MFT chain links a remote code execution flaw (CVE-2023-0669) exploited by the Clop ransomware gang to widespread data theft and downstream impacts including data leaks, reputational damage, and operational disruptions.",high,"[{'source_id': 'CTI_TEXT_3', 'page': 1, 'quote': 'leveraging a critical remote code execution flaw in GoAnywhere MFT... CVE-2023-0669... Clop conducting widespread data theft attacks... causing data leaks, reputational damage, and operational disruptions.'}]","{'actors': ['Clop'], 'malware': ['Clop ransomware'], 'cves': ['CVE-2023-0669'], 'sectors': [], 'regions': ['Worldwide'], 'mitre': []}"
