q_id,category,system,question,gold_answer,prediction,Exact,Strict-Exact,F1,BLEU,ROUGE1,ROUGEL,BERT-F1,Halluc-Prec,Unknown,Answered,time_sec
5,simple,GRAG,What service label is used for the C2 infrastructure tied to SpectralBlur?,Command-and-control server,The C2 infrastructure tied to SpectralBlur is labeled **“Command-and-control server.”**,1.0,0.0,0.0,2.445593937240363,0.5,0.5,0.8613070249557495,0.0,0.0,1.0,37.47649467503652
5,simple,AGRAG,What service label is used for the C2 infrastructure tied to SpectralBlur?,Command-and-control server,Command-and-control server,1.0,1.0,1.0,0.0,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,4.049046760890633
5,simple,HRAG,What service label is used for the C2 infrastructure tied to SpectralBlur?,Command-and-control server,I don't know,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,76.49551426293328
6,simple,RAG,What is the incident type for google-tag-apt37-ie-0day-2022-10?,intrusion,The incident type for google-tag-apt37-ie-0day-2022-10 is an Internet Explorer 0-day vulnerability exploitation by the North Korean government-backed group APT37.,0.0,0.0,0.0,0.0,0.0,0.0,0.7832816243171692,0.0,0.0,1.0,1.563715169671923
6,simple,GRAG,What is the incident type for google-tag-apt37-ie-0day-2022-10?,intrusion,The incident type for **google-tag-apt37-ie-0day-2022-10** is **intrusion**.,1.0,0.0,0.0,1.9146030690102511,0.14285714285714288,0.14285714285714288,0.7780410647392273,0.0,0.0,1.0,8.211405519861728
6,simple,AGRAG,What is the incident type for google-tag-apt37-ie-0day-2022-10?,intrusion,intrusion,1.0,1.0,1.0,0.0,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,4.411506470758468
6,simple,HRAG,What is the incident type for google-tag-apt37-ie-0day-2022-10?,intrusion,intrusion,1.0,1.0,1.0,0.0,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,24.85994707001373
7,simple,RAG,What date is stored for the APT37 Internet Explorer 0-day incident?,2022-10-01,The exact date for the APT37 Internet Explorer 0-day incident is not provided in the given context.,0.0,0.0,0.0,1.9146030690102511,0.0,0.0,0.7576048374176025,0.0,0.0,1.0,1.603038433007896
7,simple,GRAG,What date is stored for the APT37 Internet Explorer 0-day incident?,2022-10-01,"The date stored for the APT37 Internet Explorer 0-day incident is **October 1, 2022**.",0.0,0.0,0.0,2.0540268312306345,0.1111111111111111,0.1111111111111111,0.7765863537788391,0.0,0.0,1.0,15.382285152561963
7,simple,AGRAG,What date is stored for the APT37 Internet Explorer 0-day incident?,2022-10-01,2022-10-01,1.0,1.0,1.0,100.00000000000004,1.0,1.0,1.0,1.0,0.0,1.0,4.1955040520988405
7,simple,HRAG,What date is stored for the APT37 Internet Explorer 0-day incident?,2022-10-01,2022-10-01,1.0,1.0,1.0,100.00000000000004,1.0,1.0,1.0,1.0,0.0,1.0,24.498339935205877
8,simple,RAG,What status is recorded on the Patch management mitigates relationship?,applied,The provided context does not specify the status recorded on the Patch management mitigates relationship.,0.0,0.0,0.0,0.0,0.0,0.0,0.8013450503349304,0.0,0.0,1.0,1.5314019601792097
8,simple,GRAG,What status is recorded on the Patch management mitigates relationship?,applied,The status recorded on the Patch management mitigates relationship is **applied**.,1.0,0.0,0.0,2.445593937240363,0.16666666666666669,0.16666666666666669,0.7987040281295776,0.0,0.0,1.0,34.36427958123386
8,simple,AGRAG,What status is recorded on the Patch management mitigates relationship?,applied,applied,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.5687161730602384
8,simple,HRAG,What status is recorded on the Patch management mitigates relationship?,applied,applied,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,16.84847558196634
9,simple,RAG,What malware family is set for FiveHands?,Ransomware,The malware family set for FiveHands is ransomware.,1.0,0.0,0.0,0.0,0.2222222222222222,0.2222222222222222,0.8496281504631042,0.0,0.0,1.0,0.8388339136727154
9,simple,GRAG,What malware family is set for FiveHands?,Ransomware,The malware family set for FiveHands is **Ransomware**.,1.0,0.0,0.0,3.0890553181566975,0.2222222222222222,0.2222222222222222,0.8710347414016724,0.0,0.0,1.0,6.778360828757286
9,simple,AGRAG,What malware family is set for FiveHands?,Ransomware,Ransomware,1.0,1.0,1.0,0.0,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,3.990302057005465
9,simple,HRAG,What malware family is set for FiveHands?,Ransomware,FiveHands is a ransomware family.,1.0,0.0,0.33333333333333337,0.0,0.33333333333333337,0.33333333333333337,0.8408629298210144,0.2,0.0,1.0,30.47040775883943
10,simple,RAG,What technique tactic is recorded for T1490?,Impact,The provided context does not contain information about the technique or tactic recorded for T1490.,0.0,0.0,0.0,0.0,0.0,0.0,0.8023772239685059,0.0,0.0,1.0,0.8752288427203894
10,simple,GRAG,What technique tactic is recorded for T1490?,Impact,No technique tactic is recorded for **T1490** in the retrieved database results.,0.0,0.0,0.0,0.0,0.0,0.0,0.8174053430557251,0.0,0.0,1.0,40.853221809957176
10,simple,AGRAG,What technique tactic is recorded for T1490?,Impact,The recorded tactic for T1490 is Impact.,1.0,0.0,0.0,5.522397783539471,0.25,0.25,0.827451229095459,0.0,0.0,1.0,5.28209394775331
10,simple,HRAG,What technique tactic is recorded for T1490?,Impact,Impact,1.0,1.0,1.0,0.0,1.0,1.0,0.9999996423721313,1.0,0.0,1.0,24.84253335883841
11,simple,RAG,What date is stored for incident CISA-2021-05-06-FiveHands-INC-1?,2021-05-06,"The date stored for incident CISA-2021-05-06-FiveHands-INC-1 is May 6, 2021.",1.0,0.0,0.0,14.216645907653843,0.3157894736842105,0.3157894736842105,0.822210431098938,0.0,0.0,1.0,1.0417523519136012
11,simple,GRAG,What date is stored for incident CISA-2021-05-06-FiveHands-INC-1?,2021-05-06,The date stored for incident **CISA-2021-05-06-FiveHands-INC-1** is **2021-05-06**.,1.0,0.0,0.0,12.991916506579948,0.3157894736842105,0.3157894736842105,0.826649010181427,0.0,0.0,1.0,10.281904676929116
11,simple,AGRAG,What date is stored for incident CISA-2021-05-06-FiveHands-INC-1?,2021-05-06,2021-05-06,1.0,1.0,1.0,100.00000000000004,1.0,1.0,1.0,1.0,0.0,1.0,6.15011068014428
11,simple,HRAG,What date is stored for incident CISA-2021-05-06-FiveHands-INC-1?,2021-05-06,2021-05-06,1.0,1.0,1.0,100.00000000000004,1.0,1.0,1.0,1.0,0.0,1.0,36.83780084969476
12,simple,RAG,What sector value is set for the victim Asian government?,Government,The sector value set for the victim Asian government is telecommunications.,1.0,0.0,0.16666666666666669,0.0,0.16666666666666669,0.16666666666666669,0.8232161402702332,0.09090909090909091,0.0,1.0,1.045647778082639
12,simple,GRAG,What sector value is set for the victim Asian government?,Government,The sector value set for the victim Asian government is **Government**.,1.0,0.0,0.16666666666666669,2.445593937240363,0.16666666666666669,0.16666666666666669,0.8081722259521484,0.09090909090909091,0.0,1.0,13.583392742089927
12,simple,AGRAG,What sector value is set for the victim Asian government?,Government,Government,1.0,1.0,1.0,0.0,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,4.784401932731271
12,simple,HRAG,What sector value is set for the victim Asian government?,Government,Government,1.0,1.0,1.0,0.0,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,29.029538969974965
13,simple,RAG,What technique ID represents OS Credential Dumping in the dataset?,T1003,The context does not provide the specific technique ID that represents OS Credential Dumping.,0.0,0.0,0.0,0.0,0.0,0.0,0.7955621480941772,0.0,0.0,1.0,1.3660078682005405
13,simple,GRAG,What technique ID represents OS Credential Dumping in the dataset?,T1003,"The technique ID for **OS Credential Dumping** isn’t available from the provided dataset results (no records were returned), so it can’t be determined from this data.",0.0,0.0,0.0,0.0,0.0,0.0,0.7912557125091553,0.0,0.0,1.0,87.0994465816766
13,simple,AGRAG,What technique ID represents OS Credential Dumping in the dataset?,T1003,T1003,1.0,1.0,1.0,0.0,1.0,1.0,0.9999998807907104,1.0,0.0,1.0,7.388810759410262
13,simple,HRAG,What technique ID represents OS Credential Dumping in the dataset?,T1003,T1003,1.0,1.0,1.0,0.0,1.0,1.0,0.9999998807907104,1.0,0.0,1.0,16.097256447188556
14,simple,RAG,What incident type is stored for unit42-elektra-leak-activity?,cryptojacking,The incident type stored for unit42-elektra-leak-activity is an active campaign targeting exposed identity and access management (IAM) credentials within public GitHub.,0.0,0.0,0.0,0.0,0.0,0.0,0.7684652805328369,0.0,0.0,1.0,1.239741759840399
14,simple,GRAG,What incident type is stored for unit42-elektra-leak-activity?,cryptojacking,The incident type stored for **unit42-elektra-leak-activity** is **cryptojacking**.,1.0,0.0,0.0,2.0244462660665508,0.16666666666666669,0.16666666666666669,0.8148225545883179,0.0,0.0,1.0,13.182415950112045
14,simple,AGRAG,What incident type is stored for unit42-elektra-leak-activity?,cryptojacking,cryptojacking,1.0,1.0,1.0,0.0,1.0,1.0,1.000000238418579,1.0,0.0,1.0,7.581918417941779
14,simple,HRAG,What incident type is stored for unit42-elektra-leak-activity?,cryptojacking,cryptojacking,1.0,1.0,1.0,0.0,1.0,1.0,1.000000238418579,1.0,0.0,1.0,22.30158533109352
15,simple,RAG,What framework is set for the Credential quarantine policy mitigation?,AWS,The framework set for the Credential quarantine policy mitigation is the automatic detection and auto-remediation by AWS applied to exposed credentials in popular source code repositories.,1.0,0.0,0.07407407407407407,1.387819277861591,0.07142857142857142,0.07142857142857142,0.79946368932724,0.038461538461538464,0.0,1.0,1.13826083811
15,simple,GRAG,What framework is set for the Credential quarantine policy mitigation?,AWS,The Credential quarantine policy mitigation is set to the **AWS** framework.,1.0,0.0,0.0,2.445593937240363,0.16666666666666669,0.16666666666666669,0.8188220858573914,0.0,0.0,1.0,6.125728946644813
15,simple,AGRAG,What framework is set for the Credential quarantine policy mitigation?,AWS,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.85104985209182
15,simple,HRAG,What framework is set for the Credential quarantine policy mitigation?,AWS,AWS,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,40.76867732219398
16,single_hop,RAG,Which tool does BlackCat use to propagate the ransomware payload?,Munchkin,BlackCat uses a utility called Munchkin to propagate the ransomware payload.,1.0,0.0,0.16666666666666669,3.3864985683445354,0.16666666666666669,0.16666666666666669,0.8358923196792603,0.09090909090909091,0.0,1.0,0.8268398968502879
16,single_hop,GRAG,Which tool does BlackCat use to propagate the ransomware payload?,Munchkin,BlackCat uses a utility called **Munchkin** to propagate the ransomware payload to remote machines and network shares.,1.0,0.0,0.0,1.727223799216787,0.1111111111111111,0.1111111111111111,0.8276976943016052,0.0,0.0,1.0,54.377407292835414
16,single_hop,AGRAG,Which tool does BlackCat use to propagate the ransomware payload?,Munchkin,BlackCat uses the tool Munchkin to propagate the ransomware payload.,1.0,0.0,0.18181818181818182,3.7477767366779213,0.18181818181818182,0.18181818181818182,0.8362242579460144,0.1,0.0,1.0,10.321605651639402
16,single_hop,HRAG,Which tool does BlackCat use to propagate the ransomware payload?,Munchkin,BlackCat uses the tool Munchkin to propagate the ransomware payload.,1.0,0.0,0.18181818181818182,3.7477767366779213,0.18181818181818182,0.18181818181818182,0.8362242579460144,0.1,0.0,1.0,42.23902794113383
17,single_hop,RAG,Which malware is directly used by TA444?,SpectralBlur,The malware directly used by TA444 is SpectralBlur.,1.0,0.0,0.0,4.767707020457095,0.2222222222222222,0.2222222222222222,0.8657141923904419,0.0,0.0,1.0,1.1802101111970842
17,single_hop,GRAG,Which malware is directly used by TA444?,SpectralBlur,TA444 directly uses the **SpectralBlur** malware.,1.0,0.0,0.0,3.7477767366779213,0.2857142857142857,0.2857142857142857,0.8664968013763428,0.0,0.0,1.0,52.98308269912377
17,single_hop,AGRAG,Which malware is directly used by TA444?,SpectralBlur,TA444 directly uses SpectralBlur.,1.0,0.0,0.0,10.682175159905848,0.4,0.4,0.8905827403068542,0.0,0.0,1.0,4.983000047039241
17,single_hop,HRAG,Which malware is directly used by TA444?,SpectralBlur,SpectralBlur,1.0,1.0,1.0,0.0,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,31.64023857191205
18,single_hop,RAG,Which infrastructure service is abused by SpectralBlur?,Command-and-control server,The context does not provide information about which infrastructure service is abused by SpectralBlur.,0.0,0.0,0.0,0.0,0.0,0.0,0.8228481411933899,0.0,0.0,1.0,1.010253188200295
18,single_hop,GRAG,Which infrastructure service is abused by SpectralBlur?,Command-and-control server,SpectralBlur abuses a **command-and-control (C2) server** infrastructure service.,0.0,0.0,0.0,2.627961710408444,0.5714285714285715,0.5714285714285715,0.861268162727356,0.0,0.0,1.0,39.99878251506016
18,single_hop,AGRAG,Which infrastructure service is abused by SpectralBlur?,Command-and-control server,SpectralBlur abuses command-and-control server infrastructure.,1.0,0.0,0.5714285714285715,8.116697886877475,0.7272727272727273,0.7272727272727273,0.882975161075592,0.4,0.0,1.0,6.957326435949653
18,single_hop,HRAG,Which infrastructure service is abused by SpectralBlur?,Command-and-control server,Command-and-control server,1.0,1.0,1.0,0.0,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,26.52247521141544
19,single_hop,RAG,Which technique is used by the APT37 0-day incident for initial access?,T1566,"The APT37 0-day incident used Internet Explorer 0-day exploits, specifically targeting a vulnerability in the JScript engine (CVE-2022-41128), for initial access.",0.0,0.0,0.0,0.0,0.0,0.0,0.7893213629722595,0.0,0.0,1.0,1.3463818528689444
19,single_hop,GRAG,Which technique is used by the APT37 0-day incident for initial access?,T1566,The APT37 0-day incident used the **Phishing (T1566)** technique for **initial access**.,1.0,0.0,0.0,1.506189323093867,0.14285714285714288,0.14285714285714288,0.8306788802146912,0.0,0.0,1.0,36.576321044936776
19,single_hop,AGRAG,Which technique is used by the APT37 0-day incident for initial access?,T1566,Phishing (T1566) is used for initial access.,1.0,0.0,0.0,4.196114906296549,0.25,0.25,0.852874219417572,0.0,0.0,1.0,5.4264210453256965
19,single_hop,HRAG,Which technique is used by the APT37 0-day incident for initial access?,T1566,Phishing using malicious documents embedded with a 0-day exploit.,0.0,0.0,0.0,0.0,0.0,0.0,0.792234480381012,0.0,0.0,1.0,28.58378379791975
20,single_hop,RAG,Which country did the APT37 incident occur in?,South Korea,The APT37 incident occurred in South Korea.,1.0,0.0,0.22222222222222224,11.044795567078939,0.4444444444444445,0.4444444444444445,0.8791924715042114,0.14285714285714285,0.0,1.0,0.6644197101704776
20,single_hop,GRAG,Which country did the APT37 incident occur in?,South Korea,I don’t have enough information from the database to determine which country the APT37 incident occurred in (no results were returned).,0.0,0.0,0.0,0.0,0.0,0.0,0.8102818727493286,0.0,0.0,1.0,18.346992921084166
20,single_hop,AGRAG,Which country did the APT37 incident occur in?,South Korea,South Korea,1.0,1.0,1.0,0.0,1.0,1.0,0.9999997615814209,1.0,0.0,1.0,8.158612561877817
20,single_hop,HRAG,Which country did the APT37 incident occur in?,South Korea,South Korea,1.0,1.0,1.0,0.0,1.0,1.0,0.9999997615814209,1.0,0.0,1.0,24.10862459614873
21,single_hop,RAG,Which CVE was exploited in the APT37 Internet Explorer incident?,CVE-2022-41128,The CVE exploited in the APT37 Internet Explorer incident was CVE-2022-41128.,1.0,0.0,0.0,10.571070857151538,0.375,0.375,0.8360161781311035,0.0,0.0,1.0,1.3485261821188033
21,single_hop,GRAG,Which CVE was exploited in the APT37 Internet Explorer incident?,CVE-2022-41128,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,736.3882085587829
21,single_hop,AGRAG,Which CVE was exploited in the APT37 Internet Explorer incident?,CVE-2022-41128,CVE-2022-41128 was exploited in the APT37 Internet Explorer incident.,1.0,0.0,0.19999999999999998,12.605968092174914,0.42857142857142855,0.42857142857142855,0.8909186124801636,0.1111111111111111,0.0,1.0,4.915449324063957
21,single_hop,HRAG,Which CVE was exploited in the APT37 Internet Explorer incident?,CVE-2022-41128,CVE-2022-41128,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,39.621858603321016
22,single_hop,RAG,Which victim was attacked by APT37 on 2022-10-01?,Users in South Korea,The context does not provide information about a specific victim attacked by APT37 on 2022-10-01.,0.0,0.0,0.0,0.0,0.0,0.0,0.8076163530349731,0.0,0.0,1.0,1.4219320360571146
22,single_hop,GRAG,Which victim was attacked by APT37 on 2022-10-01?,Users in South Korea,APT37 attacked **users in South Korea** on **2022-10-01**.,1.0,0.0,0.3333333333333333,6.760229884571737,0.5714285714285715,0.5714285714285715,0.8620319366455078,0.25,0.0,1.0,76.38692735973746
22,single_hop,AGRAG,Which victim was attacked by APT37 on 2022-10-01?,Users in South Korea,Users in South Korea,1.0,1.0,1.0,100.00000000000004,1.0,1.0,1.0,1.0,0.0,1.0,6.0255755530670285
22,single_hop,HRAG,Which victim was attacked by APT37 on 2022-10-01?,Users in South Korea,Users in South Korea,1.0,1.0,1.0,100.00000000000004,1.0,1.0,1.0,1.0,0.0,1.0,25.641489253845066
23,single_hop,RAG,Which malware items are involved in the FiveHands CISA incident?,"FiveHands, SombRAT",The malware items involved in the FiveHands CISA incident are the FiveHands ransomware and the SombRAT remote access trojan (RAT).,0.0,0.0,0.09090909090909091,1.958224832501124,0.18181818181818182,0.18181818181818182,0.8279247283935547,0.05,0.0,1.0,1.1469656340777874
23,single_hop,GRAG,Which malware items are involved in the FiveHands CISA incident?,"FiveHands, SombRAT",No malware items are listed in the database as being involved in the **FiveHands CISA incident** (no results found).,0.0,0.0,0.0,1.4445809981770859,0.09523809523809525,0.09523809523809525,0.8058183789253235,0.0,0.0,1.0,19.918070435989648
23,single_hop,AGRAG,Which malware items are involved in the FiveHands CISA incident?,"FiveHands, SombRAT","The malware items involved in the FiveHands CISA incident are: FiveHands, SombRAT, SysUpdate, VenomRAT, and three unnamed malware samples.",1.0,0.0,0.09523809523809525,5.606668411195422,0.1904761904761905,0.1904761904761905,0.8377219438552856,0.05263157894736842,0.0,1.0,9.331826980225742
23,single_hop,HRAG,Which malware items are involved in the FiveHands CISA incident?,"FiveHands, SombRAT",FiveHands and SombRAT,0.0,0.0,0.4,0.0,0.8,0.8,0.9741196036338806,0.3333333333333333,0.0,1.0,61.00848268996924
24,single_hop,RAG,Which technique describes discovery in the FiveHands incident?,T1046,The technique that describes discovery in the FiveHands incident is the use of WMI (Windows Management Instrumentation).,0.0,0.0,0.0,0.0,0.0,0.0,0.789738655090332,0.0,0.0,1.0,0.7868825970217586
24,single_hop,GRAG,Which technique describes discovery in the FiveHands incident?,T1046,I can’t determine which technique describes discovery in the FiveHands incident because the database returned no results for that query.,0.0,0.0,0.0,0.0,0.0,0.0,0.7938845753669739,0.0,0.0,1.0,188.14763149991632
24,single_hop,AGRAG,Which technique describes discovery in the FiveHands incident?,T1046,I don't know based on the current graph result.,0.0,0.0,0.0,0.0,0.0,0.0,0.8094788193702698,0.0,0.0,1.0,6.385002939030528
24,single_hop,HRAG,Which technique describes discovery in the FiveHands incident?,T1046,Network Service Discovery,0.0,0.0,0.0,0.0,0.0,0.0,0.8159462809562683,0.0,0.0,1.0,66.11531144287437
25,single_hop,RAG,Which tool is listed as involved for discovery of hostnames and services?,SoftPerfect Network Scanner,SoftPerfect Network Scanner is listed as involved for discovery of hostnames and services.,1.0,0.0,0.375,10.571070857151538,0.375,0.375,0.9067010879516602,0.23076923076923078,0.0,1.0,1.3319514249451458
25,single_hop,GRAG,Which tool is listed as involved for discovery of hostnames and services?,SoftPerfect Network Scanner,No tool is listed as involved for discovery of hostnames and services—the database returned no results for that query.,0.0,0.0,0.0,0.0,0.0,0.0,0.8266938924789429,0.0,0.0,1.0,29.99891737708822
25,single_hop,AGRAG,Which tool is listed as involved for discovery of hostnames and services?,SoftPerfect Network Scanner,SoftPerfect Network Scanner,1.0,1.0,1.0,0.0,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,6.0457747569307685
25,single_hop,HRAG,Which tool is listed as involved for discovery of hostnames and services?,SoftPerfect Network Scanner,SoftPerfect Network Scanner,1.0,1.0,1.0,0.0,1.0,1.0,1.0000001192092896,1.0,0.0,1.0,30.63818238209933
26,single_hop,RAG,Which tool executed ServeManager.exe in the FiveHands incident?,PsExec.exe,PsExec executed ServeManager.exe in the FiveHands incident.,0.0,0.0,0.0,9.287528999566801,0.4,0.4,0.9184102416038513,0.0,0.0,1.0,1.0253316932357848
26,single_hop,GRAG,Which tool executed ServeManager.exe in the FiveHands incident?,PsExec.exe,"The database returned no results, so it’s not possible to determine which tool executed **ServeManager.exe** in the FiveHands incident from the provided data.",0.0,0.0,0.0,2.398696258505924,0.07407407407407407,0.07407407407407407,0.8603699207305908,0.0,0.0,1.0,113.88067228812724
26,single_hop,AGRAG,Which tool executed ServeManager.exe in the FiveHands incident?,PsExec.exe,"PsExec.exe, ServeManager.exe",1.0,0.0,0.0,24.446151121745054,0.6666666666666666,0.6666666666666666,0.9590153694152832,0.0,0.0,1.0,6.505018117371947
26,single_hop,HRAG,Which tool executed ServeManager.exe in the FiveHands incident?,PsExec.exe,PsExec.exe executed ServeManager.exe in the FiveHands incident.,1.0,0.0,0.25,12.605968092174914,0.3636363636363636,0.3636363636363636,0.9309092164039612,0.14285714285714285,0.0,1.0,45.480034466832876
27,single_hop,RAG,Which malware does Budworm directly use in August 2023?,SysUpdate,"In August 2023, Budworm directly used an updated variant of its SysUpdate backdoor (SysUpdate DLL inicore_v2.3.30.dll).",1.0,0.0,0.11764705882352941,1.5732934811145336,0.09523809523809523,0.09523809523809523,0.8267077803611755,0.0625,0.0,1.0,1.2778379619121552
27,single_hop,GRAG,Which malware does Budworm directly use in August 2023?,SysUpdate,"The database results provided contain no information, so I can’t determine which malware Budworm directly used in August 2023 from these results.",0.0,0.0,0.0,0.0,0.0,0.0,0.8056819438934326,0.0,0.0,1.0,118.85286712972447
27,single_hop,AGRAG,Which malware does Budworm directly use in August 2023?,SysUpdate,Budworm directly uses SysUpdate in August 2023.,1.0,0.0,0.25,5.522397783539471,0.25,0.25,0.875452995300293,0.14285714285714285,0.0,1.0,10.517321326769888
27,single_hop,HRAG,Which malware does Budworm directly use in August 2023?,SysUpdate,SysUpdate,1.0,1.0,1.0,0.0,1.0,1.0,1.000000238418579,1.0,0.0,1.0,24.503299384377897
28,single_hop,RAG,Which two victims are targeted by Budworm incidents in August 2023?,"Middle Eastern telecommunications organization, Asian government",The two victims targeted by Budworm incidents in August 2023 are a Middle Eastern telecommunications organization and an Asian government.,0.0,0.0,0.30769230769230765,13.520459769143477,0.4615384615384615,0.4615384615384615,0.8668655753135681,0.2,0.0,1.0,0.9409775617532432
28,single_hop,GRAG,Which two victims are targeted by Budworm incidents in August 2023?,"Middle Eastern telecommunications organization, Asian government",I can’t determine which two victims were targeted by Budworm incidents in August 2023 because the database query returned no results for that period.,0.0,0.0,0.0,0.0,0.0,0.0,0.7982739806175232,0.0,0.0,1.0,317.7811249862425
28,single_hop,AGRAG,Which two victims are targeted by Budworm incidents in August 2023?,"Middle Eastern telecommunications organization, Asian government","Asian government, Middle Eastern telecommunications organization",0.0,0.0,0.6666666666666666,50.81327481546149,1.0,0.6666666666666666,0.9290340542793274,0.6666666666666666,0.0,1.0,8.87920375680551
28,single_hop,HRAG,Which two victims are targeted by Budworm incidents in August 2023?,"Middle Eastern telecommunications organization, Asian government","Asian government, Middle Eastern telecommunications organization",0.0,0.0,0.6666666666666666,50.81327481546149,1.0,0.6666666666666666,0.9290340542793274,0.6666666666666666,0.0,1.0,29.28323258785531
29,single_hop,RAG,Which capability is leveraged for creating AWS EC2 instances in EleKtra-Leak?,Cloud,The capability leveraged for creating AWS EC2 instances in EleKtra-Leak is the use of exposed identity and access management (IAM) credentials.,0.0,0.0,0.0,0.0,0.0,0.0,0.7923679947853088,0.0,0.0,1.0,1.7212898079305887
29,single_hop,GRAG,Which capability is leveraged for creating AWS EC2 instances in EleKtra-Leak?,Cloud,EleKtra-Leak leverages the **Cloud** capability to create multiple AWS EC2 instances.,1.0,0.0,0.0,2.445593937240363,0.15384615384615385,0.15384615384615385,0.7958707809448242,0.0,0.0,1.0,69.89334788220003
